Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,Recency,Frequency,Monetary,Cluster
9.0,7.0,3,4,1,2,2,0,0.0,116.11,0,0.0,9.0,116.11,2
23.0,15.0,4,0,4,1,6,0,8.0,199.03,0,8.0,23.0,199.03,0
27.0,20.0,3,2,5,1,3,0,4.0,169.5,0,4.0,27.0,169.5,0
19.0,14.0,2,2,3,1,6,0,3.0,189.34,0,3.0,19.0,189.34,0
1.0,16.0,5,4,5,2,2,1,3.0,148.21,1,3.0,1.0,148.21,2
23.0,8.0,4,1,3,2,6,0,1.0,278.79,0,1.0,23.0,278.79,3
0.0,8.0,3,4,1,0,7,1,2.0,137.22,1,2.0,0.0,137.22,2
2.0,17.0,4,2,3,2,5,0,8.0,161.6,0,8.0,2.0,161.6,1
7.0,8.0,3,2,3,2,3,0,2.0,140.33,0,2.0,7.0,140.33,2
1.0,11.0,3,2,5,2,1,0,3.0,184.63,0,3.0,1.0,184.63,2
4.0,19.0,4,2,3,2,2,0,5.0,190.77,0,5.0,4.0,190.77,2
15.0,8.0,3,2,2,0,2,0,2.0,140.89,0,2.0,15.0,140.89,0
17.0,9.0,3,5,1,1,5,1,1.0,295.13,0,1.0,17.0,295.13,3
9.0,16.0,3,0,5,1,8,1,7.0,183.21,0,7.0,9.0,183.21,1
2.0,27.0,1,0,5,1,2,0,8.0,199.8,0,8.0,2.0,199.8,1
1.0,16.0,4,4,3,1,3,0,3.0,152.42,1,3.0,1.0,152.42,2
29.0,33.0,5,5,1,1,3,0,14.0,320.86,0,14.0,29.0,320.86,3
19.0,9.0,4,2,4,0,2,0,8.0,173.05,0,8.0,19.0,173.05,1
12.0,9.0,4,2,5,1,5,0,8.0,193.93,0,8.0,12.0,193.93,1
16.0,25.0,4,2,5,1,8,1,3.0,179.1,0,3.0,16.0,179.1,0
5.0,21.0,3,2,1,1,6,0,2.0,166.67,0,2.0,5.0,166.67,2
14.0,35.0,5,0,5,1,6,1,1.0,233.54,1,1.0,14.0,233.54,0
1.0,26.0,5,4,5,1,3,0,8.0,165.66,0,8.0,1.0,165.66,1
13.0,15.0,4,2,2,0,10,0,2.0,148.76,0,2.0,13.0,148.76,2
1.0,35.0,3,2,5,0,8,1,0.0,166.73,1,0.0,1.0,166.73,2
28.0,8.0,3,0,4,0,4,0,3.0,209.76,0,3.0,28.0,209.76,0
12.0,14.0,3,4,3,0,2,0,7.0,137.55,0,7.0,12.0,137.55,1
27.0,8.0,3,0,3,1,10,0,3.0,235.49,0,3.0,27.0,235.49,0
5.0,15.0,2,4,4,2,11,0,3.0,146.09,0,3.0,5.0,146.09,2
0.0,22.0,3,0,5,2,3,1,0.0,185.64,1,0.0,0.0,185.64,2
6.0,16.0,1,0,3,1,1,1,8.0,183.8,0,8.0,6.0,183.8,1
9.0,15.0,3,0,1,1,5,0,3.0,200.96,1,3.0,9.0,200.96,2
9.0,6.0,3,3,5,2,3,0,2.0,120.8,0,2.0,9.0,120.8,2
23.0,17.0,3,5,4,2,4,0,4.0,299.26,0,4.0,23.0,299.26,3
1.0,13.0,6,4,3,1,2,0,1.0,148.51,1,1.0,1.0,148.51,2
0.0,14.0,3,3,1,2,2,0,4.0,134.45,0,4.0,0.0,134.45,2
19.0,19.0,3,2,4,2,7,0,9.0,155.62,0,9.0,19.0,155.62,1
23.0,7.0,4,4,5,0,4,0,3.0,160.8,0,3.0,23.0,160.8,0
0.0,6.0,4,4,5,0,2,0,3.0,139.55,0,3.0,0.0,139.55,2
1.0,17.0,4,2,3,1,3,1,4.0,167.6,0,4.0,1.0,167.6,2
7.0,8.0,3,2,2,2,2,0,11.0,166.87,0,11.0,7.0,166.87,1
9.0,11.0,4,3,5,1,10,1,0.0,134.19,0,0.0,9.0,134.19,2
8.0,22.0,4,0,1,1,3,0,6.0,204.78,1,6.0,8.0,204.78,1
6.0,15.0,2,2,3,1,7,0,4.0,176.75,0,4.0,6.0,176.75,2
7.0,15.0,3,0,2,1,1,0,6.0,185.0,0,6.0,7.0,185.0,1
26.0,9.0,5,5,3,2,3,1,13.0,315.68,0,13.0,26.0,315.68,3
9.0,12.0,3,3,1,1,1,0,11.0,132.1,0,11.0,9.0,132.1,1
12.0,17.0,4,2,3,1,5,0,3.0,185.77,0,3.0,12.0,185.77,0
18.0,9.0,4,0,3,2,7,1,3.0,227.09,0,3.0,18.0,227.09,0
1.0,10.0,4,2,3,0,2,1,3.0,166.71,1,3.0,1.0,166.71,2
3.0,11.0,4,2,3,1,2,0,2.0,161.18,0,2.0,3.0,161.18,2
12.0,18.0,3,2,4,1,5,0,0.0,152.95,0,0.0,12.0,152.95,2
15.0,14.0,4,3,5,1,1,1,8.0,125.93,0,8.0,15.0,125.93,1
1.0,11.0,5,2,2,2,3,1,4.0,169.87,0,4.0,1.0,169.87,2
23.0,14.0,5,0,3,2,10,0,1.0,234.65,0,1.0,23.0,234.65,0
9.0,25.0,4,2,3,1,3,1,3.0,181.89,0,3.0,9.0,181.89,2
7.0,9.0,3,2,4,1,2,0,9.0,154.33,0,9.0,7.0,154.33,1
1.0,17.0,5,4,5,2,3,0,1.0,139.16,1,1.0,1.0,139.16,2
1.0,9.0,4,4,5,1,3,1,1.0,145.74,1,1.0,1.0,145.74,2
0.0,14.0,4,2,5,2,7,0,2.0,153.26,1,2.0,0.0,153.26,2
6.0,17.0,4,0,1,2,4,0,1.0,237.44,0,1.0,6.0,237.44,2
15.0,35.0,5,2,2,2,5,0,0.0,142.72,0,0.0,15.0,142.72,0
8.0,6.0,3,0,3,2,2,0,8.0,187.89,0,8.0,8.0,187.89,1
10.0,23.0,5,2,5,1,6,0,3.0,181.47,0,3.0,10.0,181.47,2
10.0,27.0,3,3,2,0,6,0,0.0,129.73,0,0.0,10.0,129.73,2
3.0,10.0,4,2,3,0,6,1,1.0,177.38,1,1.0,3.0,177.38,2
12.0,9.0,5,0,3,1,5,1,3.0,202.56,0,3.0,12.0,202.56,0
4.0,8.0,3,3,3,1,2,0,3.0,134.77,0,3.0,4.0,134.77,2
9.0,23.0,4,3,4,1,2,0,0.0,121.27,0,0.0,9.0,121.27,2
30.0,6.0,4,2,3,2,8,0,3.0,154.73,0,3.0,30.0,154.73,0
22.0,16.0,3,5,5,2,10,1,2.0,286.65,0,2.0,22.0,286.65,3
8.0,22.0,4,1,5,1,9,0,10.0,295.07,0,10.0,8.0,295.07,3
1.0,9.0,2,4,5,2,9,0,2.0,159.24,0,2.0,1.0,159.24,2
1.0,10.0,4,4,1,1,3,0,1.0,142.06,0,1.0,1.0,142.06,2
7.0,15.0,4,2,3,1,2,0,3.0,196.04,0,3.0,7.0,196.04,2
19.0,11.0,4,2,4,1,3,0,9.0,169.47,0,9.0,19.0,169.47,1
9.0,27.0,1,3,4,1,2,0,13.0,120.28,0,13.0,9.0,120.28,1
1.0,10.0,5,0,2,0,3,1,3.0,228.25,1,3.0,1.0,228.25,2
12.0,13.0,5,4,3,1,3,0,5.0,162.02,0,5.0,12.0,162.02,0
20.0,32.0,3,5,3,1,4,0,0.0,296.58,0,0.0,20.0,296.58,3
21.0,8.0,2,2,4,0,4,0,2.0,181.2,0,2.0,21.0,181.2,0
17.0,34.0,1,1,2,0,4,1,11.0,233.2,0,11.0,17.0,233.2,3
2.0,7.0,4,4,5,1,3,0,3.0,160.91,0,3.0,2.0,160.91,2
2.0,8.0,3,3,4,0,1,0,2.0,131.8,0,2.0,2.0,131.8,2
3.0,6.0,3,4,4,0,1,1,7.0,135.79,0,7.0,3.0,135.79,1
9.0,17.0,4,4,2,1,3,0,3.0,164.17,0,3.0,9.0,164.17,2
5.0,11.0,4,2,1,2,9,0,0.0,196.79,0,0.0,5.0,196.79,2
30.0,16.0,3,1,3,2,1,0,8.0,238.72000000000003,0,8.0,30.0,238.72000000000003,3
1.0,7.0,5,4,3,1,3,1,1.0,154.33,0,1.0,1.0,154.33,2
19.0,6.0,3,5,2,1,10,0,2.0,296.27,0,2.0,19.0,296.27,3
5.0,11.0,4,2,4,2,3,0,3.0,218.55,1,3.0,5.0,218.55,2
0.0,16.0,3,0,5,1,2,0,7.0,187.93,0,7.0,0.0,187.93,1
2.0,9.0,4,2,4,1,6,0,5.0,173.55,1,5.0,2.0,173.55,2
23.0,23.0,4,4,5,1,6,1,3.0,150.87,0,3.0,23.0,150.87,0
14.0,9.0,4,4,3,1,4,0,3.0,145.01,0,3.0,14.0,145.01,0
6.0,8.0,3,2,4,2,9,0,7.0,151.47,0,7.0,6.0,151.47,1
14.0,29.0,3,0,3,2,4,1,2.0,170.82,0,2.0,14.0,170.82,0
1.0,8.0,4,4,4,2,3,1,3.0,148.02,1,3.0,1.0,148.02,2
1.0,7.0,4,4,2,0,4,1,1.0,147.93,1,1.0,1.0,147.93,2
2.0,9.0,5,4,4,1,2,0,5.0,157.01,0,5.0,2.0,157.01,2
3.0,12.0,4,2,1,1,1,0,7.0,146.27,0,7.0,3.0,146.27,1
12.0,16.0,4,4,1,1,4,0,4.0,172.71,0,4.0,12.0,172.71,0
1.0,12.0,4,4,3,2,3,1,3.0,159.41,1,3.0,1.0,159.41,2
11.0,26.0,4,4,4,1,6,0,1.0,155.22,0,1.0,11.0,155.22,2
12.0,9.0,2,2,5,2,8,1,13.0,184.8,0,13.0,12.0,184.8,1
30.0,6.0,5,2,3,1,3,1,2.0,156.6,0,2.0,30.0,156.6,0
6.0,15.0,2,2,3,0,7,0,4.0,176.75,0,4.0,6.0,176.75,2
1.0,9.0,4,4,4,1,3,0,3.0,147.26,0,3.0,1.0,147.26,2
8.0,15.0,4,2,3,2,5,0,4.0,186.42,0,4.0,8.0,186.42,2
14.0,11.0,1,2,4,2,4,0,2.0,168.7,0,2.0,14.0,168.7,0
14.0,21.0,5,5,3,2,3,0,10.0,321.26,0,10.0,14.0,321.26,3
2.0,36.0,6,2,4,1,3,0,8.0,190.49,0,8.0,2.0,190.49,1
4.0,10.0,3,2,4,2,2,0,7.0,193.55,1,7.0,4.0,193.55,1
3.0,9.0,4,1,1,1,9,0,6.0,246.69,1,6.0,3.0,246.69,1
20.0,10.0,4,0,4,1,9,1,10.0,203.33,0,10.0,20.0,203.33,1
11.0,23.0,4,0,3,1,1,0,9.0,188.23,0,9.0,11.0,188.23,1
11.0,7.0,3,2,1,1,8,0,9.0,147.35,0,9.0,11.0,147.35,1
10.0,16.0,2,4,2,2,4,0,0.0,146.8,0,0.0,10.0,146.8,2
11.0,6.0,3,2,4,1,1,0,8.0,144.4,0,8.0,11.0,144.4,1
25.0,18.0,5,1,4,2,5,0,4.0,256.42,0,4.0,25.0,256.42,3
1.0,34.0,4,2,1,2,3,1,8.0,183.13,1,8.0,1.0,183.13,1
14.0,33.0,4,2,5,0,3,0,6.0,208.96,0,6.0,14.0,208.96,0
9.0,6.0,3,3,1,2,2,0,7.0,121.15,0,7.0,9.0,121.15,1
26.0,10.0,5,0,3,0,4,1,5.0,204.69,0,5.0,26.0,204.69,0
28.0,16.0,4,2,3,1,5,0,4.0,153.97,0,4.0,28.0,153.97,0
20.0,31.0,3,0,3,2,3,0,11.0,186.33,0,11.0,20.0,186.33,1
1.0,20.0,4,2,4,2,7,0,1.0,182.65,1,1.0,1.0,182.65,2
1.0,7.0,5,4,4,2,3,1,3.0,145.7,0,3.0,1.0,145.7,2
5.0,13.0,3,2,2,0,5,0,3.0,192.04,0,3.0,5.0,192.04,2
1.0,31.0,5,2,4,2,2,1,11.0,170.99,1,11.0,1.0,170.99,1
18.0,10.0,3,2,4,0,2,0,8.0,144.47,0,8.0,18.0,144.47,1
1.0,11.0,2,2,4,1,3,1,4.0,186.42,0,4.0,1.0,186.42,2
1.0,11.0,4,4,1,2,11,1,1.0,147.85,1,1.0,1.0,147.85,2
1.0,31.0,4,4,4,2,10,0,3.0,160.97,0,3.0,1.0,160.97,2
9.0,28.0,4,2,2,0,3,1,8.0,165.14,0,8.0,9.0,165.14,1
7.0,21.0,3,2,5,2,2,0,6.0,161.25,0,6.0,7.0,161.25,1
19.0,11.0,6,0,3,1,6,0,3.0,222.56,0,3.0,19.0,222.56,0
3.0,16.0,4,4,3,1,11,0,3.0,154.74,0,3.0,3.0,154.74,2
18.0,8.0,4,4,1,1,6,1,3.0,156.95,0,3.0,18.0,156.95,0
11.0,6.0,1,2,1,2,1,0,8.0,176.25,0,8.0,11.0,176.25,1
5.0,12.0,4,4,4,1,3,0,3.0,152.89,0,3.0,5.0,152.89,2
21.0,10.0,4,1,3,1,11,1,14.0,262.7,0,14.0,21.0,262.7,3
27.0,15.0,3,2,3,1,4,0,3.0,128.97,0,3.0,27.0,128.97,0
30.0,15.0,4,4,5,1,6,1,3.0,167.57,0,3.0,30.0,167.57,0
4.0,7.0,6,4,3,0,5,0,3.0,163.33,0,3.0,4.0,163.33,2
8.0,20.0,4,0,3,1,3,0,3.0,211.28,0,3.0,8.0,211.28,2
1.0,18.0,4,4,5,1,2,0,5.0,145.99,0,5.0,1.0,145.99,2
7.0,8.0,3,2,3,2,3,0,2.0,140.33,0,2.0,7.0,140.33,2
12.0,10.0,4,2,2,2,10,1,1.0,193.61,0,1.0,12.0,193.61,0
17.0,34.0,4,0,5,1,10,0,2.0,233.2,0,2.0,17.0,233.2,0
5.0,9.0,5,2,5,1,5,0,1.0,189.1,0,1.0,5.0,189.1,2
9.0,15.0,4,4,3,2,3,0,5.0,168.23,0,5.0,9.0,168.23,2
1.0,12.0,4,4,1,2,2,1,3.0,148.79,0,3.0,1.0,148.79,2
24.0,36.0,5,1,3,0,2,0,8.0,295.46,0,8.0,24.0,295.46,3
7.0,24.0,5,4,3,1,11,1,1.0,149.37,1,1.0,7.0,149.37,2
20.0,8.0,3,1,1,1,2,1,0.0,267.52,0,0.0,20.0,267.52,0
7.0,34.0,4,2,3,1,2,0,7.0,167.12,0,7.0,7.0,167.12,1
2.0,6.0,1,2,3,2,9,1,2.0,162.94,0,2.0,2.0,162.94,2
21.0,10.0,4,1,1,1,3,0,2.0,252.02,0,2.0,21.0,252.02,0
4.0,26.0,3,3,4,2,2,1,2.0,131.4,1,2.0,4.0,131.4,2
21.0,9.0,5,4,1,2,3,1,3.0,157.94,0,3.0,21.0,157.94,0
5.0,7.0,3,2,5,1,5,0,2.0,140.87,0,2.0,5.0,140.87,2
8.0,24.0,1,2,5,1,2,0,10.0,152.08,0,10.0,8.0,152.08,1
12.0,7.0,4,2,1,1,9,0,10.0,172.35,0,10.0,12.0,172.35,1
24.0,24.0,5,0,5,1,7,0,12.0,257.69,0,12.0,24.0,257.69,3
30.0,31.0,3,0,5,2,8,0,9.0,176.37,0,9.0,30.0,176.37,0
14.0,9.0,2,2,4,0,3,0,8.0,167.44,0,8.0,14.0,167.44,1
9.0,7.0,4,2,3,0,11,0,10.0,172.17,0,10.0,9.0,172.17,1
5.0,9.0,4,4,3,1,3,0,4.0,159.77,0,4.0,5.0,159.77,2
30.0,24.0,3,0,1,2,7,0,4.0,205.12,0,4.0,30.0,205.12,0
1.0,12.0,4,4,4,2,3,1,3.0,149.78,0,3.0,1.0,149.78,2
9.0,14.0,4,4,3,0,3,0,1.0,149.04,0,1.0,9.0,149.04,2
3.0,8.0,4,4,5,2,1,0,7.0,149.68,0,7.0,3.0,149.68,1
30.0,15.0,4,3,4,1,5,1,0.0,133.46,0,0.0,30.0,133.46,0
11.0,14.0,4,3,4,2,2,0,3.0,124.4,0,3.0,11.0,124.4,2
14.0,34.0,4,1,4,1,1,0,10.0,235.7,0,10.0,14.0,235.7,3
26.0,32.0,5,1,1,1,5,0,1.0,263.26,0,1.0,26.0,263.26,3
4.0,16.0,3,2,1,1,3,1,4.0,165.83,0,4.0,4.0,165.83,2
9.0,8.0,1,3,1,1,2,0,7.0,120.11,0,7.0,9.0,120.11,1
18.0,11.0,4,2,4,2,11,0,4.0,184.33,0,4.0,18.0,184.33,0
0.0,17.0,3,2,5,1,2,1,3.0,147.41,0,3.0,0.0,147.41,2
19.0,14.0,3,3,3,1,9,0,8.0,123.39,1,8.0,19.0,123.39,1
10.0,6.0,4,4,5,0,3,0,2.0,139.2,0,2.0,10.0,139.2,2
11.0,14.0,3,3,4,1,6,0,8.0,125.92,0,8.0,11.0,125.92,1
9.0,7.0,2,4,3,2,5,0,3.0,150.06,0,3.0,9.0,150.06,2
15.0,30.0,3,0,5,1,2,1,8.0,174.06,0,8.0,15.0,174.06,1
20.0,25.0,4,2,3,1,4,0,9.0,173.1,0,9.0,20.0,173.1,1
0.0,30.0,1,4,5,2,2,0,0.0,110.91,1,0.0,0.0,110.91,2
1.0,30.0,4,0,5,1,11,1,3.0,224.5,1,3.0,1.0,224.5,2
15.0,21.0,4,4,3,1,6,0,9.0,149.51,0,9.0,15.0,149.51,1
27.0,6.0,3,0,3,1,8,0,4.0,205.02,0,4.0,27.0,205.02,0
9.0,14.0,3,0,3,1,2,0,8.0,200.96,0,8.0,9.0,200.96,1
6.0,15.0,2,2,1,1,3,0,9.0,187.09,0,9.0,6.0,187.09,1
9.0,15.0,3,3,5,2,4,0,0.0,120.18,1,0.0,9.0,120.18,2
12.0,6.0,3,5,3,1,2,1,6.0,291.97,0,6.0,12.0,291.97,3
27.0,15.0,4,1,2,0,7,0,3.0,243.36,0,3.0,27.0,243.36,0
23.0,29.0,4,1,4,1,5,0,3.0,289.13,0,3.0,23.0,289.13,3
5.0,9.0,4,2,5,2,9,0,4.0,178.32,0,4.0,5.0,178.32,2
1.0,7.0,5,4,4,2,3,1,3.0,146.74,1,3.0,1.0,146.74,2
11.0,15.0,4,2,4,1,4,0,8.0,165.71,0,8.0,11.0,165.71,1
13.0,14.0,3,2,3,1,4,1,3.0,167.96,1,3.0,13.0,167.96,0
16.0,8.0,3,3,1,2,1,0,8.0,135.39,0,8.0,16.0,135.39,1
9.0,21.0,3,3,3,1,2,0,2.0,122.07,0,2.0,9.0,122.07,2
7.0,17.0,4,2,4,0,5,0,8.0,144.9,0,8.0,7.0,144.9,1
1.0,9.0,4,4,3,1,8,1,3.0,164.77,0,3.0,1.0,164.77,2
23.0,6.0,3,2,3,0,1,0,13.0,163.47,0,13.0,23.0,163.47,1
28.0,6.0,4,2,3,2,9,0,1.0,162.8,0,1.0,28.0,162.8,0
14.0,23.0,4,4,3,1,11,0,1.0,160.44,0,1.0,14.0,160.44,0
10.0,35.0,3,0,4,1,2,1,3.0,218.49,1,3.0,10.0,218.49,0
3.0,13.0,3,3,4,2,1,0,2.0,129.83,0,2.0,3.0,129.83,2
19.0,8.0,3,1,5,1,9,0,9.0,270.48,0,9.0,19.0,270.48,3
3.0,33.0,3,2,1,1,8,0,7.0,153.04,0,7.0,3.0,153.04,1
0.0,14.0,4,3,3,2,2,0,2.0,126.25,1,2.0,0.0,126.25,2
9.0,6.0,3,3,2,0,3,1,0.0,122.93,1,0.0,9.0,122.93,2
9.0,7.0,4,4,3,1,2,0,0.0,115.63,0,0.0,9.0,115.63,2
31.0,9.0,4,1,4,1,6,0,15.0,287.91,0,15.0,31.0,287.91,3
3.0,15.0,3,2,3,2,8,1,7.0,146.95,0,7.0,3.0,146.95,1
29.0,7.0,4,5,5,2,2,1,14.0,315.45,0,14.0,29.0,315.45,3
3.0,8.0,5,1,1,1,5,0,8.0,286.24,0,8.0,3.0,286.24,3
11.0,6.0,3,0,3,2,5,1,0.0,178.61,0,0.0,11.0,178.61,2
23.0,8.0,3,1,5,0,3,0,2.0,278.56,0,2.0,23.0,278.56,3
3.0,26.0,3,2,5,1,1,0,2.0,199.57,0,2.0,3.0,199.57,2
21.0,9.0,4,2,1,1,7,0,5.0,175.7,0,5.0,21.0,175.7,0
3.0,14.0,4,2,2,1,3,1,1.0,191.23,0,1.0,3.0,191.23,2
18.0,8.0,5,2,3,2,1,0,1.0,166.32,0,1.0,18.0,166.32,0
12.0,24.0,3,2,3,2,1,0,7.0,145.34,0,7.0,12.0,145.34,1
1.0,9.0,6,2,1,2,5,0,1.0,175.71,0,1.0,1.0,175.71,2
5.0,32.0,3,2,2,0,1,0,2.0,144.65,0,2.0,5.0,144.65,2
14.0,14.0,5,0,1,2,3,0,3.0,206.5,1,3.0,14.0,206.5,0
11.0,8.0,3,3,3,1,7,1,1.0,130.57,0,1.0,11.0,130.57,2
13.0,9.0,5,2,3,2,3,0,11.0,170.53,0,11.0,13.0,170.53,1
14.0,8.0,4,1,5,1,4,0,17.0,293.23,0,17.0,14.0,293.23,3
7.0,13.0,4,2,1,1,5,0,8.0,202.25,0,8.0,7.0,202.25,1
10.0,10.0,4,4,4,1,3,0,8.0,161.92,0,8.0,10.0,161.92,1
4.0,36.0,4,0,4,1,5,0,3.0,217.5,0,3.0,4.0,217.5,2
0.0,25.0,4,4,5,1,2,0,7.0,140.66,0,7.0,0.0,140.66,1
0.0,22.0,3,3,4,0,10,0,2.0,128.11,0,2.0,0.0,128.11,2
8.0,8.0,5,2,5,2,2,0,10.0,178.43,0,10.0,8.0,178.43,1
1.0,23.0,6,4,5,1,3,1,1.0,148.07,1,1.0,1.0,148.07,2
22.0,14.0,3,0,4,1,5,0,7.0,174.03,0,7.0,22.0,174.03,0
1.0,16.0,4,2,5,1,6,0,8.0,178.46,1,8.0,1.0,178.46,1
8.0,33.0,3,2,3,1,3,0,7.0,168.83,0,7.0,8.0,168.83,1
20.0,7.0,2,1,5,2,3,0,13.0,300.67,0,13.0,20.0,300.67,3
10.0,16.0,3,4,4,1,2,0,7.0,139.36,0,7.0,10.0,139.36,1
18.0,8.0,3,2,4,1,1,0,7.0,148.05,0,7.0,18.0,148.05,0
30.0,30.0,1,0,1,1,4,1,4.0,194.39,0,4.0,30.0,194.39,0
2.0,14.0,3,3,2,2,2,0,5.0,123.4,0,5.0,2.0,123.4,2
6.0,10.0,4,0,1,2,5,0,8.0,236.59,0,8.0,6.0,236.59,1
20.0,20.0,4,2,4,2,8,0,10.0,180.62,0,10.0,20.0,180.62,1
9.0,34.0,3,3,1,1,5,0,3.0,121.32,0,3.0,9.0,121.32,2
13.0,14.0,3,2,3,0,4,1,3.0,167.96,1,3.0,13.0,167.96,0
10.0,6.0,3,0,2,1,3,1,2.0,236.03,0,2.0,10.0,236.03,0
30.0,18.0,5,2,5,1,6,0,1.0,178.8,0,1.0,30.0,178.8,0
18.0,7.0,3,0,4,1,2,0,7.0,174.41,0,7.0,18.0,174.41,0
9.0,27.0,4,3,5,1,1,0,0.0,122.96,0,0.0,9.0,122.96,2
28.0,20.0,2,5,4,2,9,0,15.0,287.22,0,15.0,28.0,287.22,3
9.0,32.0,3,2,3,1,7,0,2.0,153.47,0,2.0,9.0,153.47,2
18.0,17.0,4,2,1,1,4,1,4.0,189.65,0,4.0,18.0,189.65,0
4.0,10.0,4,4,2,0,6,0,5.0,145.97,0,5.0,4.0,145.97,2
24.0,9.0,4,1,5,0,4,0,3.0,303.56,0,3.0,24.0,303.56,3
1.0,16.0,4,2,5,2,5,1,4.0,207.24,1,4.0,1.0,207.24,2
15.0,10.0,3,5,1,1,2,0,15.0,292.32,0,15.0,15.0,292.32,3
10.0,17.0,4,0,3,0,5,0,8.0,195.94,0,8.0,10.0,195.94,1
17.0,22.0,5,2,1,1,5,0,3.0,193.04,0,3.0,17.0,193.04,0
10.0,10.0,4,4,4,0,3,0,8.0,161.92,0,8.0,10.0,161.92,1
21.0,9.0,4,5,4,2,9,1,9.0,317.46,1,9.0,21.0,317.46,3
2.0,14.0,3,3,1,1,5,0,7.0,125.14,0,7.0,2.0,125.14,1
10.0,10.0,4,4,4,2,6,0,3.0,145.88,0,3.0,10.0,145.88,2
13.0,28.0,5,2,2,0,5,1,5.0,186.2,0,5.0,13.0,186.2,0
20.0,10.0,3,2,3,2,4,0,0.0,129.76,0,0.0,20.0,129.76,0
9.0,30.0,6,4,3,1,2,0,4.0,152.05,0,4.0,9.0,152.05,2
4.0,9.0,3,0,3,1,10,0,2.0,236.75,0,2.0,4.0,236.75,2
9.0,14.0,1,3,4,2,10,0,2.0,121.09,0,2.0,9.0,121.09,2
22.0,9.0,4,2,2,0,4,0,8.0,165.51,0,8.0,22.0,165.51,0
23.0,27.0,4,2,5,1,3,0,12.0,190.67,0,12.0,23.0,190.67,1
30.0,14.0,3,3,3,1,2,0,2.0,123.72,0,2.0,30.0,123.72,0
5.0,13.0,4,2,3,0,2,0,8.0,154.84,0,8.0,5.0,154.84,1
5.0,14.0,5,0,3,1,3,0,3.0,214.43,0,3.0,5.0,214.43,2
15.0,8.0,3,0,1,1,3,1,9.0,201.24,0,9.0,15.0,201.24,1
0.0,22.0,1,3,5,2,2,0,14.0,127.43,1,14.0,0.0,127.43,1
12.0,19.0,5,2,5,1,4,0,3.0,187.88,0,3.0,12.0,187.88,0
1.0,11.0,5,4,2,0,2,0,5.0,156.62,0,5.0,1.0,156.62,2
1.0,9.0,4,4,4,1,3,0,3.0,147.26,0,3.0,1.0,147.26,2
2.0,17.0,4,4,4,0,3,0,1.0,135.52,0,1.0,2.0,135.52,2
0.0,17.0,1,2,3,1,1,0,3.0,140.11,0,3.0,0.0,140.11,2
1.0,12.0,2,2,5,1,3,0,6.0,165.0,0,6.0,1.0,165.0,1
17.0,9.0,4,2,1,1,3,0,8.0,181.75,0,8.0,17.0,181.75,1
0.0,8.0,3,2,2,0,1,0,2.0,142.27,0,2.0,0.0,142.27,2
16.0,7.0,4,4,5,1,5,0,3.0,150.76,0,3.0,16.0,150.76,0
13.0,8.0,4,2,3,0,7,0,0.0,134.48,0,0.0,13.0,134.48,2
2.0,34.0,6,2,5,1,2,0,1.0,25.0,0,1.0,2.0,25.0,2
2.0,7.0,4,4,1,1,3,0,4.0,145.44,0,4.0,2.0,145.44,2
25.0,17.0,3,2,3,1,9,0,4.0,131.49,0,4.0,25.0,131.49,0
18.0,13.0,3,4,3,1,5,1,2.0,144.77,0,2.0,18.0,144.77,0
6.0,16.0,4,2,2,0,3,1,6.0,188.22,0,6.0,6.0,188.22,1
7.0,27.0,1,2,1,2,2,0,7.0,153.37,0,7.0,7.0,153.37,1
15.0,8.0,3,3,3,1,1,1,0.0,126.96,0,0.0,15.0,126.96,0
1.0,9.0,4,4,5,1,3,0,1.0,148.41,0,1.0,1.0,148.41,2
6.0,36.0,5,4,4,2,3,0,2.0,153.37,0,2.0,6.0,153.37,2
11.0,34.0,2,2,3,2,6,1,4.0,188.97,1,4.0,11.0,188.97,0
19.0,13.0,3,0,3,1,7,0,7.0,208.45,0,7.0,19.0,208.45,0
26.0,6.0,4,0,4,2,9,0,3.0,229.45,0,3.0,26.0,229.45,0
12.0,28.0,3,0,5,2,2,1,8.0,208.8,0,8.0,12.0,208.8,1
9.0,20.0,3,4,3,2,2,0,0.0,115.14,0,0.0,9.0,115.14,2
11.0,13.0,4,2,2,0,6,0,2.0,190.02,0,2.0,11.0,190.02,0
14.0,7.0,4,1,5,1,4,0,17.0,293.23,0,17.0,14.0,293.23,3
4.0,8.0,3,2,5,2,8,0,3.0,153.32,0,3.0,4.0,153.32,2
16.0,10.0,2,2,1,1,4,1,4.0,177.31,0,4.0,16.0,177.31,0
0.0,30.0,3,4,4,2,9,0,2.0,135.97,0,2.0,0.0,135.97,2
21.0,9.0,4,1,3,1,5,0,7.0,296.69,0,7.0,21.0,296.69,3
5.0,19.0,4,4,2,0,10,1,3.0,164.29,0,3.0,5.0,164.29,2
0.0,13.0,1,4,5,2,1,0,7.0,135.78,0,7.0,0.0,135.78,1
14.0,15.0,5,0,4,1,4,0,9.0,262.57,0,9.0,14.0,262.57,3
15.0,35.0,3,2,3,1,3,0,2.0,145.56,0,2.0,15.0,145.56,0
25.0,33.0,4,1,3,0,4,0,18.0,288.07,0,18.0,25.0,288.07,3
